,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.30597014925373134,0.33,0.21449053718218314,0.5227272727272727,0.65,0.4666666666666667,0.2529857740285058,0.26703651276261675,0.26272251550385245,0.1270906760637195,0.19903337407381394,0.38253852624403245,0.24701730385766618,0.4890047228124247,0.059097421203438395,0.09075,0.10217225656926773

