,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.16417910447761194,0.20500000000000002,0.09099598547122921,0.4545454545454546,0.47500000000000003,0.35555555555555557,0.013615864912174013,0.046644339151393155,0.04003890262066863,0.010468726425862497,0.04399653354306707,0.10541299466557237,0.11375473162954346,0.07589217512268535,0.0007163323782234957,0.003125,-0.025117415992047202

